"breedtegraad,""lengtegraad"",""CO2"",""CH4"",""NO2"",""NH3"""
27,38,119.45,3.08,44.71,0.03
27,39,199.75,2.23,31.42,0.03
27,40,144.33,3.82,46.41,0.03
27,41,116.72,3.28,43.47,0.04
27,42,186.01,2.69,36.39,0.02
27,43,198.42,3.78,42.99,0.03
27,44,159.03,3.72,58.53,0.02
27,45,179.89,2.98,38.65,0.04
27,46,141.19,3.76,30.12,0.04
27,47,109.5,3.02,51.79,0.03
27,48,133.4,2.77,43.76,0.04
27,49,123.69,2.35,43.07,0.02
27,50,116.12,2.44,30.73,0.03
27,51,167.63,3.61,39.74,0.03
27,52,122.51,3.53,32.7,0.04
27,53,117.74,2.13,32.96,0.03
27,54,176.96,2.48,57.01,0.03
27,55,188.21,3.15,33.06,0.03
27,56,110.47,3.08,46.75,0.04
27,57,129.92,3.16,51.66,0.02
27,58,195.14,3.16,55.6,0.04
27,59,175.74,2.89,57.88,0.03
27,60,130.69,2.83,36.62,0.03
27,61,141.59,2.96,47.4,0.03
27,62,147.83,2.75,33.85,0.03
27,63,168.13,3.09,58.86,0.04
27,64,193.74,2.66,52.2,0.03
27,65,111.25,3.42,55.73,0.03
27,66,142.48,2.26,56.8,0.03
27,67,198.9,3.08,45.48,0.03
27,68,189.8,2.57,48.73,0.03
27,69,121.94,3.17,31.7,0.02
27,70,165.45,3.09,53.78,0.02
27,71,192.24,2.94,48.79,0.04
27,72,178.17,3.6,46.66,0.04
27,73,110.79,3.85,46.23,0.02
27,74,122.15,2.84,45.96,0.03
27,75,122.88,3.93,34.99,0.02
27,76,122.2,2.36,39.76,0.03
27,77,139.2,3.5,40.15,0.03
27,78,109.34,3.93,53.38,0.03
27,79,136.38,4.0,37.69,0.04
27,80,194.98,3.72,56.39,0.03
27,81,150.13,3.8,47.18,0.03
27,82,197.18,3.97,59.11,0.02
27,83,131.09,2.82,36.46,0.03
27,84,162.44,3.06,39.24,0.03
27,85,178.77,2.58,30.47,0.02
27,86,143.11,3.81,59.98,0.03
27,87,127.39,2.93,58.61,0.02
27,88,179.11,2.03,48.78,0.03
27,89,165.29,2.63,35.44,0.02
27,90,108.91,2.29,57.96,0.04
27,91,142.28,3.99,40.72,0.02
27,92,184.24,3.39,38.92,0.03
27,93,179.0,2.94,32.55,0.03
27,94,136.84,2.06,59.95,0.02
27,95,135.43,3.9,52.34,0.03
27,96,129.64,2.28,55.12,0.02
27,97,123.11,2.85,40.96,0.03
27,98,186.79,2.72,48.91,0.03
27,99,156.88,2.13,38.53,0.03
28,0,107.78,2.1,42.87,0.04
28,1,124.32,2.21,37.93,0.03
28,2,138.49,2.01,52.36,0.03
28,3,142.78,2.23,46.29,0.04
28,4,126.36,2.03,37.24,0.04
28,5,111.78,3.82,49.1,0.04
28,6,167.42,2.43,53.32,0.03
28,7,183.64,2.9,39.76,0.02
28,8,156.26,2.42,49.08,0.03
28,9,694.34,18.34,234.79,0.16
28,10,1262.71,26.2,398.21,0.22
28,11,2565.91,57.85,758.67,0.48
28,12,1262.71,26.2,398.21,0.22
28,13,694.34,18.34,234.79,0.16
28,14,139.67,2.55,38.46,0.04
28,15,142.98,3.82,53.79,0.04
28,16,113.6,3.72,41.05,0.04
28,17,105.62,3.45,39.02,0.04
28,18,151.98,3.15,37.69,0.03
28,19,114.29,3.51,47.64,0.04
28,20,189.87,3.69,44.62,0.03
28,21,158.16,2.62,54.0,0.02
28,22,148.83,2.98,54.05,0.02
28,23,101.63,3.94,43.85,0.04
28,24,155.5,2.84,32.79,0.03
28,25,144.6,2.08,57.62,0.03
28,26,153.36,3.21,30.84,0.03
28,27,115.16,3.44,47.7,0.03
28,28,114.38,2.54,55.31,0.03
28,29,107.93,3.68,39.95,0.03
28,30,160.19,3.75,31.65,0.04
28,31,108.45,2.89,30.84,0.02
28,32,195.37,3.61,33.06,0.04
28,33,110.96,2.17,47.06,0.04
28,34,117.89,2.49,54.06,0.03
28,35,111.37,3.47,38.2,0.02
28,36,191.65,3.15,54.08,0.04
28,37,152.32,3.66,35.37,0.03
28,38,170.1,2.05,46.28,0.04
28,39,168.48,3.18,50.61,0.04
28,40,104.02,3.28,38.83,0.02
28,41,135.33,2.95,45.36,0.03
28,42,182.78,3.03,39.3,0.03
28,43,154.85,3.01,54.95,0.02
28,44,137.21,3.05,44.36,0.02
28,45,155.64,2.45,55.68,0.03
28,46,131.15,3.69,47.34,0.04
28,47,194.57,2.66,47.42,0.04
28,48,158.21,2.12,43.52,0.02
28,49,140.24,3.64,45.29,0.04
28,50,123.68,2.56,30.95,0.03
28,51,137.98,2.13,40.58,0.02
28,52,184.52,2.68,35.12,0.04
28,53,189.07,2.01,55.13,0.02
28,54,152.61,3.56,39.39,0.04
28,55,167.15,3.65,45.74,0.02
28,56,105.56,2.87,30.35,0.03
28,57,174.31,2.71,36.58,0.02
28,58,110.2,2.95,54.31,0.02
28,59,122.36,3.39,55.96,0.03
28,60,115.64,2.5,30.43,0.03
28,61,149.59,2.78,42.77,0.03
28,62,111.35,3.72,38.69,0.02
28,63,106.79,3.16,37.21,0.02
28,64,130.67,2.1,46.73,0.04
28,65,127.86,3.86,34.23,0.04
28,66,108.38,3.04,49.2,0.03
28,67,179.73,2.0,52.23,0.04
28,68,130.34,3.73,31.07,0.04
28,69,129.46,2.13,43.34,0.03
28,70,110.16,2.32,31.27,0.03
28,71,134.53,3.02,32.59,0.03
28,72,177.28,2.31,56.1,0.03
28,73,100.88,3.89,35.05,0.02
28,74,175.03,2.19,54.47,0.04
28,75,123.68,3.63,45.93,0.04
28,76,117.76,3.83,57.53,0.02
28,77,187.02,2.15,44.82,0.02
28,78,122.44,3.57,58.7,0.04
28,79,130.16,3.8,41.53,0.02
28,80,107.4,2.71,49.61,0.03
28,81,115.01,2.27,50.23,0.04
28,82,128.97,2.56,49.92,0.04
28,83,116.89,2.09,48.95,0.03
28,84,126.8,3.15,32.16,0.03
28,85,145.48,2.77,56.47,0.02
28,86,140.53,2.09,43.0,0.04
28,87,170.89,3.01,45.4,0.03
28,88,147.44,3.35,57.4,0.03
28,89,151.58,3.25,49.8,0.04
28,90,155.62,2.88,59.78,0.03
28,91,120.59,2.97,39.15,0.02
28,92,111.55,2.52,35.38,0.02
28,93,199.44,2.99,51.17,0.02
28,94,168.06,3.39,46.05,0.04
28,95,163.82,2.29,46.26,0.04
28,96,173.34,3.97,33.87,0.03
28,97,168.43,2.8,59.76,0.02
28,98,111.77,3.71,34.29,0.03
28,99,192.46,3.85,44.68,0.03
29,0,128.56,2.75,33.48,0.04
29,1,159.16,2.58,56.99,0.04
29,2,146.67,2.39,46.02,0.03
29,3,170.59,3.88,35.64,0.02
29,4,129.89,2.73,58.52,0.03
29,5,102.39,2.73,58.99,0.02
29,6,116.26,2.43,46.66,0.02
29,7,126.95,2.51,32.75,0.03
29,8,109.71,2.83,51.14,0.03
29,9,694.34,18.34,234.79,0.16
29,10,1262.71,26.2,398.21,0.22
29,11,1262.71,26.2,398.21,0.22
29,12,1262.71,26.2,398.21,0.22
29,13,694.34,18.34,234.79,0.16
29,14,190.53,2.97,34.84,0.02
29,15,177.67,3.07,55.91,0.03
29,16,179.09,3.84,32.49,0.03
29,17,130.73,2.11,58.12,0.04
29,18,117.12,3.85,56.07,0.03
29,19,159.3,3.36,39.05,0.04
29,20,145.59,3.07,41.54,0.04
29,21,185.32,2.06,39.28,0.02
29,22,102.61,2.15,50.35,0.02
29,23,189.5,3.33,39.77,0.02
29,24,196.6,2.64,48.3,0.03
29,25,157.52,3.48,36.73,0.02
29,26,127.21,2.15,52.78,0.03
29,27,129.08,3.73,34.35,0.03
29,28,155.73,3.89,57.4,0.02
29,29,183.98,3.14,31.1,0.03
29,30,187.5,2.32,32.56,0.03
29,31,169.58,2.73,39.84,0.04
29,32,143.39,2.93,58.33,0.03
29,33,159.33,2.91,57.34,0.03
29,34,171.89,2.34,34.54,0.04
29,35,167.31,3.09,41.85,0.02
29,36,122.22,2.63,55.48,0.03
29,37,167.72,2.86,45.07,0.04
29,38,156.45,3.36,50.72,0.02
29,39,157.16,2.4,43.45,0.03
29,40,191.67,2.1,46.86,0.02
29,41,121.37,2.21,42.95,0.04
29,42,140.58,3.43,46.54,0.02
29,43,179.0,2.32,31.73,0.02
29,44,136.69,2.88,54.8,0.03
29,45,146.79,2.54,38.39,0.02
29,46,164.11,2.33,44.56,0.03
29,47,109.12,2.12,50.11,0.02
29,48,163.21,2.43,38.18,0.03
29,49,161.99,3.93,55.11,0.02
29,50,152.49,2.87,35.67,0.02
29,51,129.72,3.73,32.4,0.04
29,52,164.37,3.11,46.33,0.03
29,53,199.26,2.49,58.59,0.03
29,54,162.31,2.09,43.78,0.03
29,55,126.63,2.16,47.28,0.03
29,56,152.98,2.81,56.28,0.02
29,57,192.67,3.43,50.75,0.03
29,58,131.66,3.86,54.75,0.03
29,59,140.45,3.69,53.21,0.02
29,60,173.58,3.69,39.66,0.03
29,61,109.78,2.16,50.56,0.02
29,62,147.89,2.16,46.98,0.04
29,63,197.86,2.42,51.45,0.04
29,64,107.08,2.42,56.2,0.03
29,65,102.12,3.73,59.65,0.03
29,66,169.77,3.72,47.54,0.02
29,67,182.83,3.69,36.99,0.04
29,68,149.11,3.58,43.31,0.03
29,69,197.47,2.3,39.15,0.02
29,70,186.68,3.53,36.06,0.03
29,71,116.94,3.86,45.77,0.03
29,72,151.49,2.61,38.95,0.02
29,73,160.93,2.92,45.45,0.02
29,74,111.95,2.27,44.11,0.03
29,75,141.63,2.16,52.86,0.02
29,76,111.84,3.86,51.73,0.02
29,77,187.68,3.49,59.44,0.04
29,78,142.02,2.8,40.95,0.03
29,79,167.69,3.38,47.43,0.02
29,80,126.34,3.33,46.96,0.03
29,81,181.59,3.59,55.52,0.02
29,82,152.97,2.08,41.32,0.03
29,83,113.76,3.34,36.13,0.03
29,84,134.77,2.5,56.36,0.04
29,85,131.04,2.85,34.47,0.02
29,86,160.4,2.07,42.56,0.02
29,87,112.82,3.71,52.35,0.03
29,88,172.92,3.09,52.73,0.04
29,89,168.06,3.68,39.52,0.03
29,90,102.1,2.27,56.41,0.03
29,91,160.81,3.51,36.63,0.02
29,92,135.74,2.14,55.18,0.04
29,93,192.0,2.03,34.8,0.03
29,94,141.83,3.02,59.78,0.03
29,95,152.55,3.52,52.93,0.03
29,96,162.01,2.43,37.71,0.02
29,97,199.97,2.81,56.18,0.02
29,98,171.74,3.73,34.85,0.04
29,99,109.12,3.07,48.35,0.04
30,0,169.44,2.46,51.98,0.03
30,1,160.93,3.15,55.16,0.04
30,2,126.47,3.94,53.59,0.03
30,3,156.54,3.86,52.98,0.03
30,4,191.6,2.5,31.84,0.03
30,5,176.92,3.5,46.03,0.04
30,6,128.02,3.14,46.41,0.04
30,7,112.57,2.82,45.81,0.02
30,8,178.49,3.62,36.68,0.03
30,9,694.34,18.34,234.79,0.16
30,10,694.34,18.34,234.79,0.16
30,11,694.34,18.34,234.79,0.16
30,12,694.34,18.34,234.79,0.16
30,13,694.34,18.34,234.79,0.16
30,14,104.22,2.29,48.6,0.03
30,15,196.64,3.78,56.0,0.03
30,16,111.75,3.93,58.35,0.03
30,17,119.92,2.23,39.68,0.04
30,18,132.74,3.65,31.4,0.02
30,19,109.27,2.71,54.97,0.03
30,20,117.03,2.65,31.22,0.04
30,21,109.84,3.6,38.99,0.02
30,22,183.53,2.8,49.55,0.02
30,23,185.55,3.77,50.03,0.03
30,24,143.07,3.05,38.53,0.02
30,25,190.46,3.77,33.45,0.03
30,26,153.23,3.23,30.73,0.03
30,27,138.23,3.79,39.47,0.02
30,28,168.33,3.51,44.12,0.03
30,29,189.87,2.56,32.44,0.04
30,30,194.63,3.74,36.77,0.03
30,31,192.18,3.79,46.58,0.02
30,32,183.56,2.07,46.87,0.03
30,33,175.24,3.35,40.02,0.04
30,34,189.15,2.15,41.11,0.03
30,35,182.19,2.82,51.62,0.04
30,36,114.99,3.35,46.31,0.04
30,37,129.4,3.46,39.59,0.04
30,38,126.64,2.13,32.1,0.02
30,39,117.34,3.68,33.67,0.04
30,40,135.73,3.35,41.97,0.03
30,41,175.7,3.07,42.8,0.04
30,42,194.49,2.94,58.95,0.03
30,43,190.17,3.15,45.76,0.02
30,44,134.19,2.09,33.06,0.03
30,45,122.44,2.92,48.55,0.03
30,46,187.4,2.96,40.03,0.04
30,47,126.81,2.91,34.59,0.03
30,48,169.4,2.59,55.75,0.02
30,49,103.77,2.45,35.97,0.03
30,50,196.53,3.87,47.39,0.03
30,51,158.74,3.89,54.49,0.03
30,52,132.09,2.07,40.88,0.02
30,53,169.95,3.86,34.68,0.03
30,54,148.23,3.11,59.84,0.03
30,55,111.11,3.76,37.85,0.04
30,56,134.39,3.52,40.5,0.04
30,57,148.85,2.14,39.63,0.04
30,58,193.66,2.28,56.39,0.03
30,59,157.69,3.21,34.3,0.03
30,60,199.15,2.89,47.92,0.04
30,61,180.99,2.42,46.19,0.02
30,62,147.71,3.47,44.3,0.03
30,63,180.65,2.77,58.52,0.03
30,64,145.18,2.3,59.48,0.03
30,65,168.15,2.93,46.69,0.03
30,66,159.13,3.31,31.91,0.03
30,67,184.34,3.9,45.55,0.02
30,68,187.81,3.29,53.8,0.03
30,69,186.34,3.33,33.86,0.03
30,70,163.97,2.74,41.93,0.04
30,71,132.17,2.77,42.58,0.03
30,72,144.51,3.53,43.58,0.04
30,73,172.11,3.78,30.34,0.03
30,74,146.66,2.2,55.45,0.03
30,75,198.63,3.16,42.22,0.03
30,76,178.1,2.82,50.24,0.02
30,77,159.05,2.88,49.66,0.03
30,78,169.13,2.65,55.07,0.02
30,79,180.97,2.91,42.48,0.03
30,80,121.37,3.97,48.12,0.02
30,81,108.68,3.59,58.46,0.02
30,82,159.47,3.73,37.34,0.03
30,83,132.41,2.33,40.8,0.03
30,84,106.45,2.04,47.91,0.02
30,85,145.31,2.08,38.92,0.03
30,86,114.72,2.81,54.81,0.04
30,87,128.66,3.91,47.31,0.02
30,88,175.08,3.53,32.69,0.02
30,89,101.69,2.34,37.45,0.02
30,90,172.19,2.5,40.03,0.03
30,91,108.94,2.09,35.24,0.02
30,92,137.55,3.47,59.1,0.02
30,93,181.69,2.65,37.53,0.03
30,94,193.13,3.98,49.4,0.03
30,95,187.56,3.92,57.36,0.03
30,96,153.07,2.44,56.12,0.03
30,97,175.8,3.21,49.82,0.04
30,98,114.02,2.54,58.11,0.03
30,99,107.82,3.66,49.4,0.04
31,0,153.38,3.91,55.5,0.03
31,1,122.14,3.5,36.87,0.03
31,2,135.7,3.81,59.87,0.02
31,3,130.5,2.4,34.67,0.04
31,4,105.63,3.06,51.96,0.03
31,5,133.61,2.22,57.5,0.03
31,6,116.92,3.35,55.22,0.04
31,7,160.33,2.58,57.79,0.03
31,8,123.93,3.04,38.44,0.04
31,9,141.97,2.32,53.8,0.03
31,10,143.7,2.03,36.5,0.03
31,11,151.16,2.51,53.24,0.03
31,12,169.93,3.23,48.29,0.04
31,13,129.9,3.54,32.74,0.02
31,14,107.72,2.14,49.84,0.02
31,15,172.58,2.59,39.08,0.02
31,16,130.05,3.49,37.73,0.02
31,17,123.33,2.45,34.71,0.04
31,18,108.59,3.9,46.03,0.02
31,19,138.79,3.54,46.42,0.04
31,20,144.02,3.74,43.18,0.03
31,21,177.48,2.27,30.34,0.03
31,22,183.56,3.62,53.44,0.04
31,23,174.85,2.01,55.05,0.02
31,24,130.42,2.78,36.97,0.04
31,25,186.52,3.37,31.96,0.03
31,26,185.72,3.91,34.65,0.02
31,27,189.84,2.73,30.79,0.04
31,28,176.3,2.55,49.74,0.03
31,29,141.93,2.87,58.81,0.02
31,30,130.11,2.37,30.38,0.03
31,31,107.53,2.69,39.83,0.04
31,32,111.83,2.55,33.67,0.03
31,33,191.35,2.51,54.89,0.03
31,34,185.39,3.96,31.7,0.04
31,35,104.0,3.96,56.68,0.03
31,36,196.72,3.84,39.28,0.03
31,37,108.49,2.83,50.46,0.04
31,38,185.98,2.67,47.26,0.04
31,39,186.26,3.06,54.64,0.02
31,40,104.03,2.27,38.4,0.03
31,41,176.8,3.76,37.49,0.04
31,42,187.44,3.47,48.63,0.03
31,43,140.05,3.74,31.29,0.03
31,44,119.4,2.17,42.91,0.03
31,45,100.78,3.09,48.33,0.03
31,46,100.8,2.73,46.53,0.03
31,47,134.25,4.0,44.73,0.04
31,48,144.76,2.94,43.75,0.03
31,49,129.91,2.08,57.73,0.02
31,50,184.45,3.75,50.86,0.04
31,51,145.76,3.19,30.03,0.02
31,52,156.08,2.52,36.47,0.03
31,53,147.89,2.1,38.4,0.02
31,54,181.89,3.91,45.09,0.03
31,55,103.42,2.74,58.47,0.03
31,56,163.12,3.43,30.72,0.03
31,57,116.17,2.63,47.52,0.02
31,58,119.26,3.16,51.79,0.03
31,59,168.72,2.56,47.24,0.02
31,60,119.41,2.41,34.27,0.03
31,61,146.72,3.04,34.06,0.03
31,62,130.1,2.44,40.6,0.03
31,63,122.77,2.86,50.86,0.03
31,64,161.29,2.11,56.71,0.03
31,65,130.26,2.65,43.72,0.03
31,66,177.73,3.25,45.5,0.02
31,67,152.36,3.33,54.05,0.02
31,68,159.71,2.95,59.4,0.03
31,69,187.9,2.51,49.13,0.02
31,70,114.08,3.46,31.06,0.03
31,71,184.35,3.58,46.39,0.03
31,72,183.72,3.1,56.22,0.03
31,73,137.43,3.97,30.25,0.03
31,74,194.36,2.06,33.98,0.03
31,75,157.28,3.01,48.2,0.04
31,76,199.38,3.12,36.49,0.03
31,77,181.25,2.64,58.97,0.03
31,78,108.4,2.08,46.05,0.02
31,79,176.38,3.38,45.95,0.03
31,80,174.04,2.95,50.66,0.04
31,81,143.82,3.12,33.59,0.03
31,82,127.06,3.88,46.39,0.04
31,83,113.24,3.86,37.94,0.02
31,84,109.4,3.19,57.32,0.04
31,85,124.14,2.27,58.95,0.03
31,86,123.07,3.89,48.8,0.02
31,87,198.04,2.9,42.1,0.04
31,88,114.38,3.08,44.54,0.03
31,89,167.61,3.08,43.31,0.03
31,90,102.44,3.13,33.14,0.03
31,91,166.13,2.68,49.04,0.02
31,92,150.16,3.86,46.15,0.03
31,93,177.59,3.36,30.22,0.03
31,94,161.23,3.17,37.37,0.03
31,95,158.96,3.45,40.66,0.04
31,96,189.04,2.2,56.35,0.03
31,97,177.58,3.95,42.03,0.03
31,98,191.73,3.38,35.94,0.04
31,99,139.05,2.45,49.1,0.03
32,0,171.19,3.26,54.63,0.03
32,1,130.41,2.8,59.03,0.03
32,2,159.27,3.42,37.23,0.04
32,3,148.45,2.84,56.0,0.03
32,4,138.08,3.24,47.22,0.03
32,5,103.69,2.84,44.19,0.02
32,6,151.66,2.72,39.19,0.03
32,7,123.89,3.51,30.47,0.04
32,8,171.17,3.21,45.71,0.03
32,9,107.16,2.09,38.69,0.03
32,10,111.4,2.69,43.88,0.04
32,11,152.92,2.48,38.3,0.02
32,12,138.41,2.15,40.73,0.03
32,13,145.17,2.26,58.21,0.02
32,14,155.59,3.38,42.32,0.03
32,15,140.01,3.02,42.21,0.04
32,16,145.3,3.22,43.21,0.03
32,17,150.6,3.37,33.85,0.03
32,18,170.03,3.14,47.02,0.03
32,19,118.98,3.24,39.83,0.02
32,20,153.43,3.62,42.91,0.03
32,21,147.15,3.63,46.86,0.02
32,22,192.74,3.09,53.06,0.04
32,23,189.63,3.81,30.01,0.02
32,24,134.85,2.97,36.15,0.02
32,25,155.46,2.91,57.73,0.03
32,26,187.39,3.34,49.9,0.03
32,27,199.04,3.94,40.33,0.04
32,28,155.38,2.61,35.68,0.03
32,29,189.84,3.3,31.77,0.02
32,30,198.15,3.96,58.37,0.02
32,31,125.72,2.76,58.95,0.03
32,32,162.81,3.74,51.13,0.03
32,33,150.7,2.8,53.29,0.03
32,34,197.73,3.03,38.34,0.03
32,35,168.62,3.39,45.11,0.03
32,36,133.65,3.9,47.2,0.03
32,37,137.09,3.33,51.53,0.02
32,38,189.47,3.35,32.9,0.03
32,39,149.14,3.6,55.55,0.04
32,40,169.15,3.6,41.05,0.02
32,41,160.22,3.33,55.58,0.03
32,42,114.67,3.14,40.98,0.02
32,43,178.9,3.35,46.51,0.03
32,44,155.13,3.33,32.0,0.03
32,45,121.95,3.02,55.71,0.03
32,46,189.34,2.46,35.67,0.04
32,47,144.24,2.52,53.5,0.03
32,48,168.9,2.44,38.18,0.02
32,49,145.77,3.14,59.93,0.03
32,50,193.72,2.5,45.52,0.04
32,51,102.19,3.25,43.53,0.03
32,52,110.89,2.31,50.45,0.03
32,53,130.91,2.69,33.86,0.04
32,54,103.46,3.59,40.86,0.04
32,55,177.99,3.8,31.57,0.04
32,56,158.02,3.13,49.98,0.02
32,57,122.33,3.89,42.28,0.03
32,58,153.42,3.89,57.47,0.02
32,59,127.12,3.0,34.87,0.03
32,60,142.36,3.97,48.6,0.02
32,61,132.73,3.05,52.35,0.04
32,62,117.57,2.24,53.63,0.03
32,63,117.67,3.45,53.93,0.03
32,64,118.01,3.03,44.51,0.02
32,65,155.39,2.13,36.33,0.02
32,66,121.7,2.4,33.16,0.04
32,67,129.9,2.3,54.52,0.03
32,68,121.24,2.66,45.56,0.02
32,69,166.46,3.82,43.21,0.03
32,70,146.29,3.99,56.45,0.02
32,71,161.34,3.59,47.07,0.03
32,72,152.7,3.48,40.03,0.04
32,73,194.65,2.87,42.2,0.03
32,74,198.93,2.32,44.37,0.02
32,75,159.36,2.33,54.82,0.02
32,76,175.03,3.72,50.94,0.02
32,77,181.67,2.23,41.79,0.02
32,78,166.48,2.04,55.98,0.02
32,79,175.42,2.09,57.72,0.04
32,80,164.72,3.07,50.18,0.03
32,81,175.05,2.3,57.43,0.04
32,82,199.54,2.67,41.59,0.04
32,83,192.44,2.92,38.74,0.02
32,84,159.04,3.58,48.31,0.03
32,85,123.32,2.09,40.04,0.03
32,86,140.52,3.75,37.6,0.03
32,87,108.05,3.68,34.75,0.02
32,88,101.29,2.18,39.46,0.03
32,89,138.97,2.59,48.5,0.03
32,90,199.52,3.66,41.78,0.04
32,91,159.7,2.57,51.3,0.03
32,92,108.56,2.35,54.44,0.04
32,93,149.79,2.93,42.96,0.03
32,94,162.95,2.83,33.76,0.04
32,95,101.86,3.86,52.07,0.03
32,96,114.26,3.91,34.07,0.02
32,97,114.08,3.97,43.85,0.03
32,98,142.14,2.14,32.18,0.04
32,99,154.2,3.68,47.67,0.02
33,0,198.68,3.88,39.37,0.02
33,1,175.56,3.05,59.79,0.02
33,2,133.86,2.54,55.31,0.03
33,3,163.77,3.68,32.82,0.02
33,4,161.97,2.35,50.32,0.03
33,5,152.22,3.94,41.73,0.03
33,6,177.31,2.92,34.94,0.03
33,7,165.01,3.79,45.95,0.02
33,8,112.56,2.54,35.49,0.02
33,9,105.39,3.09,44.6,0.03
33,10,166.1,2.71,43.54,0.03
33,11,113.08,3.55,33.66,0.03
33,12,152.34,2.23,59.55,0.03
33,13,170.04,2.24,48.4,0.02
33,14,143.34,3.42,47.41,0.02
33,15,147.54,2.82,36.72,0.04
33,16,104.58,3.41,33.98,0.04
33,17,157.54,2.54,42.15,0.03
33,18,115.74,2.29,50.63,0.02
33,19,176.4,3.0,54.89,0.04
33,20,198.1,3.3,49.11,0.02
33,21,147.6,2.97,31.24,0.02
33,22,138.21,2.42,53.39,0.03
33,23,190.79,3.64,35.5,0.03
33,24,141.44,2.8,39.58,0.03
33,25,160.81,3.73,31.72,0.04
33,26,117.88,2.51,37.64,0.03
33,27,123.06,2.99,35.81,0.02
33,28,166.89,2.0,35.23,0.02
33,29,183.87,2.49,33.16,0.02
33,30,171.03,2.14,49.65,0.03
33,31,136.32,3.55,48.63,0.04
33,32,185.19,2.96,54.33,0.02
33,33,156.31,3.8,42.12,0.04
33,34,189.4,3.87,47.37,0.04
33,35,140.22,3.18,52.43,0.03
33,36,123.47,2.13,44.99,0.03
33,37,159.11,3.65,59.44,0.04
33,38,111.04,2.42,44.55,0.03
33,39,101.34,2.24,48.34,0.04
33,40,145.53,3.67,34.34,0.03
33,41,109.32,3.51,31.7,0.02
33,42,134.77,3.15,38.15,0.03
33,43,144.08,2.31,48.07,0.04
33,44,181.65,2.67,51.07,0.04
33,45,188.48,3.83,38.69,0.02
33,46,144.64,2.01,33.79,0.03
33,47,137.4,2.31,52.98,0.03
33,48,187.19,2.45,40.77,0.04
33,49,190.68,3.55,38.42,0.03
33,50,132.64,2.23,41.9,0.02
33,51,145.47,2.49,47.79,0.04
33,52,189.87,2.36,43.21,0.04
33,53,172.5,3.29,52.52,0.03
33,54,174.5,3.49,52.42,0.03
33,55,146.78,3.67,44.28,0.03
33,56,102.25,3.78,34.61,0.02
33,57,176.66,3.8,49.85,0.03
33,58,195.77,2.15,30.72,0.02
33,59,144.81,2.56,33.81,0.02
33,60,128.21,3.86,31.41,0.04
33,61,160.07,2.03,39.37,0.04
33,62,118.6,3.49,37.03,0.02
33,63,113.78,3.46,37.4,0.04
33,64,109.45,3.19,36.84,0.03
33,65,172.44,3.09,45.26,0.02
33,66,119.02,2.43,34.16,0.03
33,67,112.05,2.58,55.27,0.02
33,68,125.42,2.71,57.37,0.02
33,69,182.66,3.13,37.9,0.02
33,70,195.41,3.49,56.2,0.04
33,71,147.0,3.86,50.09,0.02
33,72,166.29,2.4,33.5,0.03
33,73,127.48,3.2,44.06,0.04
33,74,180.92,2.68,59.85,0.03
33,75,115.65,3.46,38.01,0.03
33,76,109.77,2.36,37.23,0.04
33,77,117.64,2.59,56.29,0.03
33,78,179.86,2.51,34.91,0.03
33,79,176.83,2.41,52.3,0.03
33,80,137.65,3.24,49.8,0.03
33,81,132.25,2.08,57.3,0.03
33,82,185.25,3.02,51.77,0.03
33,83,179.07,2.21,45.53,0.03
33,84,110.2,3.87,48.42,0.04
33,85,189.33,3.71,37.1,0.03
33,86,128.85,2.28,30.37,0.03
33,87,184.02,3.48,59.98,0.02
33,88,161.82,3.2,47.89,0.03
33,89,146.69,2.76,32.37,0.04
33,90,192.17,2.35,35.85,0.03
33,91,144.16,3.58,44.64,0.03
33,92,123.99,3.21,49.51,0.04
33,93,164.28,2.8,31.37,0.04
33,94,145.06,3.73,30.04,0.04
33,95,164.5,2.92,32.89,0.02
33,96,195.38,2.75,36.85,0.04
33,97,150.22,3.36,58.34,0.02
33,98,148.05,3.44,35.19,0.03
33,99,139.02,3.05,47.67,0.03
34,0,158.96,3.86,44.18,0.04
34,1,178.64,3.06,40.58,0.04
34,2,162.43,3.01,31.79,0.02
34,3,104.98,2.96,58.83,0.04
34,4,152.8,2.17,37.1,0.03
34,5,142.39,2.8,51.37,0.03
34,6,179.68,3.6,51.0,0.04
34,7,136.49,3.32,47.1,0.04
34,8,147.3,3.53,56.77,0.02
34,9,180.18,2.98,45.67,0.04
34,10,189.85,3.17,44.13,0.03
34,11,102.9,3.96,34.83,0.03
34,12,130.89,3.41,57.69,0.03
34,13,189.54,2.55,49.14,0.03
34,14,180.0,2.61,33.23,0.02
34,15,191.15,3.75,46.84,0.04
34,16,188.25,2.67,33.43,0.02
34,17,191.13,2.23,42.05,0.03
34,18,112.74,3.28,57.58,0.04
34,19,141.59,2.58,59.85,0.03
34,20,110.47,2.96,35.29,0.03
34,21,190.89,2.93,31.49,0.03
34,22,168.37,3.54,39.69,0.02
34,23,187.91,2.46,38.62,0.04
34,24,155.94,3.05,45.27,0.03
34,25,106.73,3.81,52.49,0.02
34,26,121.15,3.51,42.92,0.03
34,27,191.18,2.82,52.55,0.04
34,28,152.76,3.99,36.46,0.03
34,29,131.94,3.28,52.92,0.02
34,30,102.87,3.34,45.25,0.04
34,31,159.26,3.89,33.81,0.04
34,32,163.24,2.25,50.86,0.03
34,33,198.03,2.09,39.84,0.03
34,34,123.56,3.72,40.88,0.02
